CustomerID,CustomerName,Segment,Region,Country,JoinDate,CreditLimit,AccountManager
CUST-00342,Elite Corp,Enterprise,West,USA,2023-08-19,154210.01,AM-004
CUST-00343,Alpha Partners,Enterprise,West,USA,2022-01-09,388420.54,AM-006
CUST-00344,Beta Solutions,SMB,North,USA,2022-04-11,494633.42,AM-007
CUST-00345,Global Partners,Government,West,USA,2022-07-05,441818.01,AM-004
CUST-00346,Alpha Corp,SMB,Central,USA,2023-04-06,397617.09,AM-001
CUST-00347,Beta Industries,Consumer,West,USA,2022-06-19,181865.7,AM-008
CUST-00348,Global Ventures,Government,East,USA,2022-04-24,451838.87,AM-003
CUST-00349,Alpha Industries,Enterprise,North,USA,2022-01-31,326083.13,AM-019
CUST-00350,Prime Ventures,Government,Central,USA,2023-05-16,154823.03,AM-001
CUST-00351,Prime Partners,Government,East,USA,2023-11-25,6175.14,AM-002
CUST-00352,Peak Systems,Government,Central,USA,2023-04-24,21118.18,AM-002
CUST-00353,Core Industries,Government,North,USA,2023-08-14,120482.16,AM-014
CUST-00354,Apex Ventures,SMB,East,USA,2023-10-15,22538.85,AM-010
CUST-00355,Elite Group,Consumer,West,USA,2023-12-25,5108.67,AM-018
CUST-00356,Alpha Ltd,Government,West,USA,2023-03-11,129327.79,AM-007
CUST-00357,Global Group,Consumer,North,USA,2022-08-18,237018.11,AM-007
CUST-00358,Apex Ltd,Consumer,East,USA,2023-05-07,30459.06,AM-002
CUST-00359,Apex Systems,SMB,West,USA,2023-10-06,105278.96,AM-016
CUST-00360,Elite Ventures,Enterprise,East,USA,2022-06-03,16133.34,AM-017
CUST-00361,Alpha Corp,Consumer,West,USA,2022-06-29,124741.87,AM-011
CUST-00362,Apex Solutions,Consumer,Central,USA,2022-11-16,227003.15,AM-012
CUST-00363,Prime Industries,SMB,Central,USA,2022-11-09,457922.41,AM-001
CUST-00364,Star Solutions,Consumer,East,USA,2022-04-10,313046.9,AM-004
CUST-00365,Peak Solutions,Government,East,USA,2022-06-02,434347.55,AM-001
CUST-00366,Peak Systems,Enterprise,North,USA,2022-10-18,301929.27,AM-010
CUST-00367,Peak Partners,SMB,North,USA,2023-02-18,302178.19,AM-008
CUST-00368,Acme Partners,Consumer,Central,USA,2023-11-04,153811.26,AM-011
CUST-00369,Star Inc,SMB,West,USA,2023-02-09,112774.44,AM-018
CUST-00370,Star Ventures,Government,East,USA,2022-12-09,424755.01,AM-018
CUST-00371,Apex Partners,Enterprise,North,USA,2023-04-10,400492.06,AM-004
CUST-00372,Star Industries,Enterprise,West,USA,2023-03-13,328708.57,AM-017
CUST-00373,Apex Industries,Government,North,USA,2022-12-14,124686.9,AM-010
CUST-00374,Acme Inc,Government,North,USA,2022-02-17,438617.34,AM-009
CUST-00375,Peak Ltd,SMB,Central,USA,2022-10-10,461598.46,AM-020
CUST-00376,Beta Ltd,SMB,South,USA,2022-04-18,496130.49,AM-007
CUST-00377,Peak Systems,Government,West,USA,2023-04-26,375811.85,AM-008
CUST-00378,Alpha Industries,SMB,South,USA,2023-04-30,119116.34,AM-008
CUST-00379,Core Partners,Enterprise,East,USA,2022-05-17,392960.27,AM-001
CUST-00380,Alpha Ventures,Consumer,South,USA,2022-10-05,203296.21,AM-003
CUST-00381,Core Solutions,Enterprise,South,USA,2022-11-28,346261.33,AM-019
CUST-00382,Alpha Industries,Enterprise,South,USA,2022-03-05,486483.96,AM-011
CUST-00383,Peak Group,Consumer,East,USA,2022-01-05,120597.24,AM-005
CUST-00384,Peak Ltd,Enterprise,South,USA,2022-11-06,173324.25,AM-012
CUST-00385,Global Ltd,Consumer,East,USA,2023-12-13,373427.17,AM-002
CUST-00386,Alpha Inc,Consumer,East,USA,2022-02-11,43491.66,AM-017
CUST-00387,Core LLC,Consumer,North,USA,2023-01-14,110582.06,AM-007
CUST-00388,Star Ltd,Consumer,South,USA,2022-05-31,234523.04,AM-014
CUST-00389,Apex Group,SMB,Central,USA,2023-10-23,262253.67,AM-014
CUST-00390,Elite Partners,Enterprise,West,USA,2022-04-09,62819.12,AM-005
CUST-00391,Elite Group,SMB,South,USA,2023-05-27,469123.88,AM-011
CUST-00392,Global Ltd,Enterprise,West,USA,2022-10-19,317591.56,AM-015
CUST-00393,Peak Ltd,Enterprise,West,USA,2022-08-10,299667.24,AM-007
CUST-00394,Alpha LLC,Government,West,USA,2022-01-03,114524.01,AM-007
CUST-00395,Peak Corp,Government,East,USA,2023-11-30,336705.77,AM-013
CUST-00396,Core LLC,SMB,East,USA,2023-09-13,90176.01,AM-009
CUST-00397,Peak Corp,Consumer,West,USA,2022-07-08,291447.25,AM-011
CUST-00398,Acme Partners,SMB,South,USA,2023-10-07,495815.59,AM-018
CUST-00399,Peak LLC,Government,East,USA,2022-01-31,151666.78,AM-005
CUST-00400,Apex Inc,SMB,Central,USA,2023-12-24,290903.83,AM-004
CUST-00401,Acme Systems,Government,East,USA,2022-03-22,7431.83,AM-017
CUST-00402,Peak Industries,SMB,East,USA,2023-11-12,434805.49,AM-016
CUST-00403,Apex Industries,SMB,South,USA,2022-06-06,418696.56,AM-017
CUST-00404,Alpha LLC,SMB,North,USA,2022-01-25,495576.0,AM-013
CUST-00405,Acme Group,Consumer,North,USA,2022-07-15,299498.74,AM-011
CUST-00406,Apex Inc,SMB,Central,USA,2022-12-18,139190.62,AM-015
CUST-00407,Global Ventures,SMB,North,USA,2023-05-05,450399.41,AM-017
CUST-00408,Apex Inc,Enterprise,South,USA,2023-02-17,407044.17,AM-007
CUST-00409,Elite Corp,Government,West,USA,2023-04-14,49989.27,AM-009
CUST-00410,Prime LLC,Enterprise,South,USA,2022-12-20,402826.33,AM-010
CUST-00411,Elite Group,Enterprise,South,USA,2023-04-04,43419.53,AM-001
CUST-00412,Global Ltd,Enterprise,North,USA,2023-03-22,283489.78,AM-019
CUST-00413,Global Partners,SMB,West,USA,2022-03-14,127563.31,AM-008
CUST-00414,Beta Systems,Enterprise,West,USA,2023-10-05,488625.55,AM-018
CUST-00415,Elite Systems,Enterprise,Central,USA,2023-03-08,161813.64,AM-007
CUST-00416,Star Partners,Consumer,East,USA,2022-03-24,131844.0,AM-011
CUST-00417,Beta Industries,Consumer,West,USA,2022-04-12,210467.57,AM-005
CUST-00418,Apex Group,Consumer,West,USA,2023-07-21,465378.44,AM-005
CUST-00419,Elite Ventures,Consumer,North,USA,2023-05-16,237964.67,AM-007
CUST-00420,Peak Systems,Consumer,West,USA,2023-06-20,147927.91,AM-001
CUST-00421,Elite Corp,Consumer,West,USA,2022-11-06,453242.91,AM-001
CUST-00422,Elite Inc,Enterprise,Central,USA,2022-02-04,448122.71,AM-016
CUST-00423,Star Ltd,SMB,South,USA,2023-03-20,280665.77,AM-004
CUST-00424,Peak Inc,Government,West,USA,2022-11-07,12112.25,AM-005
CUST-00425,Prime Ltd,Enterprise,West,USA,2022-01-13,88613.88,AM-008
CUST-00426,Prime Partners,Consumer,West,USA,2022-04-09,286322.45,AM-018
CUST-00427,Global LLC,Consumer,Central,USA,2023-04-04,124586.28,AM-019
CUST-00428,Acme Ventures,Enterprise,East,USA,2023-08-25,281779.52,AM-020
CUST-00429,Apex Systems,Enterprise,West,USA,2023-10-17,47469.27,AM-018
CUST-00430,Apex Group,Consumer,East,USA,2022-01-31,275588.46,AM-018
CUST-00431,Acme Ltd,Government,North,USA,2023-02-13,278983.17,AM-004
CUST-00432,Peak Group,Enterprise,Central,USA,2022-07-08,442111.7,AM-007
CUST-00433,Apex Inc,Consumer,South,USA,2022-05-20,220720.25,AM-019
CUST-00434,Star Group,Enterprise,South,USA,2023-03-22,308630.18,AM-010
CUST-00435,Elite Ltd,SMB,South,USA,2023-08-02,81524.21,AM-013
CUST-00436,Beta Inc,SMB,North,USA,2022-05-20,439294.34,AM-017
CUST-00437,Core Ltd,Enterprise,East,USA,2023-12-01,145920.57,AM-018
CUST-00438,Prime Group,Consumer,West,USA,2023-08-20,407675.63,AM-018
CUST-00439,Prime Inc,Consumer,East,USA,2022-08-10,491318.94,AM-011
CUST-00440,Acme LLC,SMB,Central,USA,2022-08-14,289004.0,AM-019
CUST-00441,Peak Systems,Government,South,USA,2022-09-15,58748.37,AM-012
CUST-00442,Elite Group,Government,Central,USA,2023-03-19,181543.16,AM-014
CUST-00443,Apex Inc,SMB,West,USA,2023-09-26,287010.72,AM-020
CUST-00444,Apex Group,Government,South,USA,2022-04-12,217616.09,AM-001
CUST-00445,Beta Group,SMB,Central,USA,2023-11-06,373805.33,AM-010
CUST-00446,Core Partners,Enterprise,Central,USA,2023-03-20,479788.69,AM-015
CUST-00447,Apex Industries,Government,Central,USA,2022-12-04,88103.4,AM-019
CUST-00448,Global Systems,SMB,South,USA,2022-07-14,283057.04,AM-005
CUST-00449,Acme Ventures,SMB,East,USA,2022-08-17,158602.27,AM-017
CUST-00450,Alpha Systems,Government,Central,USA,2023-12-06,170306.22,AM-004
CUST-00451,Peak Corp,Consumer,South,USA,2023-01-13,189005.71,AM-006
CUST-00452,Global Ltd,Consumer,Central,USA,2023-09-18,279539.21,AM-011
CUST-00453,Elite Systems,Government,North,USA,2022-07-06,104681.94,AM-006
CUST-00454,Acme Group,Enterprise,North,USA,2023-05-07,471824.65,AM-001
CUST-00455,Elite Corp,Consumer,Central,USA,2022-09-21,364067.4,AM-001
CUST-00456,Prime Industries,Consumer,West,USA,2023-08-09,43798.19,AM-020
CUST-00457,Core Industries,Government,South,USA,2023-10-16,175884.51,AM-004
CUST-00458,Peak LLC,SMB,Central,USA,2022-08-24,316337.47,AM-002
CUST-00459,Elite Ventures,Government,South,USA,2022-08-09,462621.18,AM-017
CUST-00460,Apex Inc,Government,South,USA,2023-11-11,229185.44,AM-009
CUST-00461,Apex Solutions,SMB,East,USA,2022-07-24,154866.8,AM-012
CUST-00462,Beta Solutions,Government,Central,USA,2022-06-23,288929.16,AM-010
CUST-00463,Alpha Inc,SMB,East,USA,2022-08-19,125512.5,AM-007
CUST-00464,Prime Solutions,Government,North,USA,2023-11-24,141603.24,AM-011
CUST-00465,Beta Industries,Government,West,USA,2022-04-29,295312.74,AM-009
CUST-00466,Peak Ventures,SMB,North,USA,2022-09-11,91394.47,AM-004
CUST-00467,Core Corp,Enterprise,North,USA,2022-05-20,112454.33,AM-006
CUST-00468,Apex Inc,Consumer,Central,USA,2022-07-30,406275.08,AM-018
CUST-00469,Alpha Group,Government,West,USA,2023-06-12,265537.42,AM-020
CUST-00470,Alpha Inc,Consumer,East,USA,2022-04-24,89863.42,AM-012
CUST-00471,Beta Partners,Consumer,South,USA,2022-11-12,40810.66,AM-001
CUST-00472,Acme Partners,Consumer,West,USA,2023-11-29,5078.5,AM-016
CUST-00473,Apex Ventures,Consumer,East,USA,2022-04-05,10294.12,AM-014
CUST-00474,Acme Ltd,Enterprise,East,USA,2022-12-18,378285.58,AM-014
CUST-00475,Core Solutions,Government,South,USA,2022-12-27,206169.31,AM-019
CUST-00476,Elite Industries,Consumer,North,USA,2023-12-23,61982.28,AM-009
CUST-00477,Apex Corp,Enterprise,Central,USA,2023-11-24,232315.63,AM-004
CUST-00478,Star Group,Consumer,West,USA,2022-11-01,456606.63,AM-004
CUST-00479,Core LLC,Enterprise,East,USA,2023-07-06,203688.53,AM-014
CUST-00480,Peak Industries,Consumer,North,USA,2023-08-12,16591.94,AM-001
CUST-00481,Apex Inc,SMB,West,USA,2022-03-17,109751.04,AM-011
CUST-00482,Acme Systems,Government,West,USA,2023-02-28,307032.34,AM-001
CUST-00483,Star LLC,Enterprise,Central,USA,2022-09-17,124553.3,AM-013
CUST-00484,Peak Partners,Enterprise,East,USA,2023-09-05,472281.58,AM-003
CUST-00485,Acme Partners,Enterprise,West,USA,2022-07-28,427193.51,AM-019
CUST-00486,Beta Inc,Consumer,North,USA,2022-03-30,356483.39,AM-020
CUST-00487,Star Inc,Enterprise,Central,USA,2022-06-24,142775.68,AM-003
CUST-00488,Apex Inc,Consumer,North,USA,2023-05-15,45746.77,AM-009
CUST-00489,Prime Industries,Enterprise,North,USA,2023-11-04,394322.56,AM-004
CUST-00490,Peak Partners,Government,North,USA,2022-05-01,103334.99,AM-018
CUST-00491,Peak Ventures,Government,East,USA,2023-09-06,398535.96,AM-009
CUST-00492,Apex Industries,Consumer,Central,USA,2023-08-30,405251.37,AM-015
CUST-00493,Star Industries,Consumer,West,USA,2023-10-27,372669.03,AM-019
CUST-00494,Core LLC,Consumer,South,USA,2022-03-12,49257.49,AM-013
CUST-00495,Beta Ltd,Consumer,East,USA,2022-12-28,156398.69,AM-003
CUST-00496,Elite Partners,Enterprise,Central,USA,2023-01-28,49443.93,AM-020
CUST-00497,Prime Inc,Consumer,North,USA,2023-01-11,298468.76,AM-018
CUST-00498,Peak Ventures,Enterprise,North,USA,2023-09-24,404204.71,AM-013
CUST-00499,Alpha Partners,Government,West,USA,2023-02-23,354897.86,AM-003
CUST-00500,Peak Corp,Consumer,East,USA,2022-10-22,439180.83,AM-009
CUST-00501,Peak Group,Enterprise,West,USA,2022-05-18,7310.0,AM-009
CUST-00502,Elite Systems,SMB,North,USA,2023-01-21,499595.97,AM-007
CUST-00503,Apex LLC,SMB,East,USA,2022-01-28,59729.91,AM-001
CUST-00504,Apex Partners,Government,North,USA,2022-02-20,30375.79,AM-003
CUST-00505,Apex Solutions,Consumer,East,USA,2023-07-18,279274.88,AM-016
CUST-00506,Alpha Partners,Consumer,East,USA,2023-06-08,71349.93,AM-015
CUST-00507,Core Ventures,SMB,East,USA,2023-05-26,38034.7,AM-014
CUST-00508,Apex Solutions,SMB,North,USA,2022-10-26,91521.51,AM-005
CUST-00509,Star Ltd,Enterprise,North,USA,2023-01-04,273419.88,AM-013
CUST-00510,Elite Ventures,SMB,West,USA,2022-11-01,395154.12,AM-019
CUST-00511,Star Ventures,Enterprise,Central,USA,2023-07-26,264828.53,AM-015
CUST-00512,Acme Solutions,Government,North,USA,2023-05-14,100581.66,AM-008
CUST-00513,Apex Ventures,Enterprise,South,USA,2023-03-15,303742.29,AM-005
CUST-00514,Beta LLC,SMB,East,USA,2022-07-29,110241.04,AM-005
CUST-00515,Apex Corp,Government,East,USA,2023-01-17,357534.7,AM-019
CUST-00516,Prime Partners,Consumer,South,USA,2022-03-05,105740.19,AM-005
CUST-00517,Elite Solutions,Enterprise,North,USA,2022-05-06,134225.09,AM-020
CUST-00518,Global Industries,Government,West,USA,2022-01-28,435665.05,AM-020
CUST-00519,Global Partners,Enterprise,West,USA,2023-02-16,10225.09,AM-007
CUST-00520,Apex Corp,Consumer,North,USA,2022-01-19,453021.33,AM-002
CUST-00521,Prime Ventures,Government,West,USA,2023-01-23,409097.18,AM-003
CUST-00522,Prime Inc,Consumer,East,USA,2023-08-21,450811.18,AM-006
CUST-00523,Apex Group,Enterprise,East,USA,2023-06-23,76426.15,AM-007
CUST-00524,Alpha Systems,Government,Central,USA,2023-09-01,108867.61,AM-019
CUST-00525,Beta Inc,Government,West,USA,2023-03-17,83344.17,AM-015
CUST-00526,Alpha Partners,Government,West,USA,2022-02-14,137335.0,AM-002
CUST-00527,Beta Solutions,Enterprise,North,USA,2022-05-29,83350.83,AM-009
CUST-00528,Apex Partners,Enterprise,East,USA,2022-11-19,342019.21,AM-005
CUST-00529,Acme Systems,Enterprise,Central,USA,2022-04-26,491207.36,AM-020
CUST-00530,Global Ltd,Enterprise,West,USA,2022-12-13,335117.73,AM-015
CUST-00531,Peak Ltd,Government,South,USA,2023-07-27,466752.68,AM-009
CUST-00532,Global Ventures,SMB,West,USA,2022-07-03,227516.04,AM-011
CUST-00533,Global Inc,SMB,East,USA,2023-03-08,8475.5,AM-008
CUST-00534,Apex LLC,SMB,South,USA,2023-01-05,219171.41,AM-020
CUST-00535,Peak Corp,Consumer,North,USA,2022-08-12,321578.64,AM-013
CUST-00536,Acme Solutions,Government,North,USA,2023-12-09,41317.15,AM-003
CUST-00537,Acme Group,SMB,East,USA,2022-12-20,447718.33,AM-014
CUST-00538,Alpha Solutions,Enterprise,South,USA,2023-12-10,34145.9,AM-004
CUST-00539,Beta LLC,Consumer,South,USA,2023-11-28,340899.04,AM-004
CUST-00540,Star Partners,SMB,East,USA,2022-01-30,99312.66,AM-008
CUST-00541,Beta Systems,SMB,Central,USA,2023-05-20,198555.89,AM-014
CUST-00542,Prime LLC,Government,East,USA,2023-03-21,108002.96,AM-009
CUST-00543,Prime Inc,Consumer,North,USA,2023-04-04,27540.99,AM-004
CUST-00544,Elite Ventures,SMB,South,USA,2023-06-08,321996.23,AM-002
CUST-00545,Elite Ltd,Enterprise,South,USA,2022-10-29,34582.64,AM-002
CUST-00546,Apex Systems,Government,North,USA,2023-02-04,162909.94,AM-017
CUST-00547,Prime Ltd,Consumer,East,USA,2023-10-03,207819.16,AM-001
CUST-00548,Apex Group,Enterprise,West,USA,2022-04-16,111420.07,AM-005
CUST-00549,Apex Group,Consumer,South,USA,2022-10-20,327821.68,AM-020
CUST-00550,Acme Industries,SMB,East,USA,2022-04-10,290096.69,AM-020
CUST-00551,Peak Partners,SMB,West,USA,2023-08-30,316571.9,AM-019
CUST-00552,Prime Inc,SMB,North,USA,2022-03-30,286672.04,AM-019
CUST-00553,Apex Solutions,SMB,South,USA,2022-03-08,451474.03,AM-016
CUST-00554,Elite Group,Enterprise,West,USA,2022-03-23,436271.96,AM-006
CUST-00555,Beta Group,Consumer,West,USA,2022-09-13,203742.63,AM-010
CUST-00556,Apex Group,SMB,West,USA,2022-08-16,167613.5,AM-016
CUST-00557,Star Ventures,SMB,East,USA,2022-09-04,460413.47,AM-020
CUST-00558,Apex Inc,Consumer,East,USA,2023-06-21,207196.0,AM-001
CUST-00559,Star Ventures,Consumer,East,USA,2022-09-20,126455.34,AM-017
CUST-00560,Elite Solutions,SMB,South,USA,2022-09-09,299049.91,AM-019
CUST-00561,Elite Group,Consumer,East,USA,2022-12-08,294927.55,AM-004
CUST-00562,Peak Corp,Enterprise,South,USA,2023-06-22,23961.63,AM-004
CUST-00563,Beta Group,Consumer,Central,USA,2022-02-16,303524.55,AM-003
CUST-00564,Acme Systems,Consumer,North,USA,2023-12-05,467759.44,AM-014
CUST-00565,Acme Systems,SMB,North,USA,2022-10-19,150011.01,AM-006
CUST-00566,Apex Group,SMB,South,USA,2023-01-29,84109.88,AM-005
CUST-00567,Star Systems,SMB,West,USA,2023-10-18,190776.99,AM-008
CUST-00568,Alpha Ltd,Government,North,USA,2022-11-07,20602.88,AM-017
CUST-00569,Star Systems,Enterprise,East,USA,2022-07-02,126753.29,AM-004
CUST-00570,Peak LLC,Consumer,West,USA,2022-07-14,29461.81,AM-011
CUST-00571,Global Corp,SMB,West,USA,2022-01-20,349569.76,AM-004
CUST-00572,Peak Industries,SMB,East,USA,2022-12-02,123116.35,AM-004
CUST-00573,Acme Systems,Government,West,USA,2022-01-29,323730.56,AM-004
CUST-00574,Alpha LLC,SMB,East,USA,2023-01-02,416344.84,AM-008
CUST-00575,Global Group,Enterprise,Central,USA,2023-06-22,284914.22,AM-002
CUST-00576,Alpha Ventures,Enterprise,Central,USA,2022-10-20,407975.35,AM-008
CUST-00577,Prime Ltd,Enterprise,North,USA,2022-01-18,459680.74,AM-018
CUST-00578,Prime Partners,Enterprise,North,USA,2023-09-08,96905.73,AM-008
CUST-00579,Alpha Partners,Government,North,USA,2023-04-23,129798.03,AM-002
CUST-00580,Core Group,Enterprise,South,USA,2023-10-01,20478.02,AM-008
CUST-00581,Prime Group,Enterprise,West,USA,2023-06-05,167987.32,AM-001
CUST-00582,Apex Group,Government,North,USA,2022-03-27,13792.39,AM-018
CUST-00583,Alpha Inc,Enterprise,Central,USA,2022-12-30,240287.75,AM-009
CUST-00584,Apex Inc,Consumer,South,USA,2022-05-08,399273.61,AM-016
CUST-00585,Prime Ltd,Enterprise,East,USA,2023-06-23,206211.98,AM-007
CUST-00586,Beta Partners,Enterprise,East,USA,2022-04-07,350173.8,AM-005
CUST-00587,Alpha Inc,Consumer,South,USA,2022-01-09,120635.51,AM-004
CUST-00588,Beta Corp,SMB,West,USA,2022-12-15,147604.14,AM-014
CUST-00589,Peak Partners,Consumer,South,USA,2023-06-22,373905.19,AM-013
CUST-00590,Global Industries,Enterprise,Central,USA,2022-10-04,232171.92,AM-010
CUST-00591,Alpha Group,Consumer,North,USA,2023-08-11,42363.02,AM-008
CUST-00592,Elite Ventures,Enterprise,North,USA,2022-05-09,34323.85,AM-004
CUST-00593,Alpha Inc,Enterprise,West,USA,2022-10-08,285204.13,AM-014
CUST-00594,Star Industries,SMB,North,USA,2023-03-21,87438.53,AM-010
CUST-00595,Acme Systems,Enterprise,West,USA,2022-07-11,123972.18,AM-010
CUST-00596,Core Solutions,Enterprise,East,USA,2022-03-23,446391.04,AM-017
CUST-00597,Elite Ltd,Enterprise,West,USA,2023-11-18,356691.04,AM-006
CUST-00598,Global Industries,SMB,West,USA,2023-01-28,32732.98,AM-004
CUST-00599,Peak Ventures,Enterprise,North,USA,2022-06-26,240127.26,AM-006
CUST-00600,Global LLC,Government,North,USA,2022-11-02,368601.76,AM-015
CUST-00601,Acme Corp,Government,North,USA,2023-03-29,274560.51,AM-017
CUST-00602,Peak Industries,Enterprise,West,USA,2022-04-23,165061.79,AM-018
CUST-00603,Global Inc,Government,Central,USA,2023-08-21,43205.73,AM-012
CUST-00604,Star Partners,Enterprise,West,USA,2022-11-04,409097.49,AM-010
CUST-00605,Prime Ventures,Government,North,USA,2023-04-05,177562.54,AM-004
CUST-00606,Apex Solutions,Enterprise,South,USA,2022-04-06,162520.3,AM-009
CUST-00607,Core Ventures,Enterprise,West,USA,2023-03-17,250632.62,AM-004
CUST-00608,Elite LLC,SMB,North,USA,2023-03-26,119074.11,AM-008
CUST-00609,Beta Inc,Government,West,USA,2022-01-05,92484.4,AM-016
CUST-00610,Apex Systems,Consumer,South,USA,2023-02-14,95571.56,AM-011
CUST-00611,Beta Group,Consumer,North,USA,2022-02-10,454236.52,AM-010
CUST-00612,Acme Solutions,Enterprise,Central,USA,2023-05-25,285689.67,AM-011
CUST-00613,Star Industries,Enterprise,North,USA,2022-05-24,491486.06,AM-007
CUST-00614,Apex Ltd,Government,West,USA,2022-01-30,224368.49,AM-015
CUST-00615,Alpha Inc,Consumer,West,USA,2022-05-05,47639.29,AM-002
CUST-00616,Alpha Partners,Enterprise,West,USA,2022-08-29,468300.14,AM-001
CUST-00617,Alpha Corp,SMB,West,USA,2023-01-16,198543.11,AM-007
CUST-00618,Beta Group,SMB,Central,USA,2023-07-29,52921.76,AM-016
CUST-00619,Star Inc,Government,North,USA,2023-04-09,289667.75,AM-006
CUST-00620,Apex Inc,Enterprise,North,USA,2022-10-06,232927.31,AM-006
CUST-00621,Star Systems,Enterprise,East,USA,2023-12-25,90022.8,AM-015
CUST-00622,Acme Corp,Enterprise,South,USA,2023-09-30,402191.14,AM-011
CUST-00623,Alpha Ltd,SMB,North,USA,2023-09-30,26467.57,AM-012
CUST-00624,Prime Systems,Consumer,South,USA,2023-06-06,295710.7,AM-008
CUST-00625,Star Inc,Consumer,East,USA,2023-02-14,127590.2,AM-015
CUST-00626,Core Ltd,Government,East,USA,2023-03-07,372843.55,AM-007
CUST-00627,Elite Ltd,Consumer,Central,USA,2022-07-09,290846.12,AM-010
CUST-00628,Star Solutions,Enterprise,East,USA,2023-09-12,73427.94,AM-001
CUST-00629,Prime Systems,Enterprise,East,USA,2023-03-05,75466.89,AM-005
CUST-00630,Acme Group,Enterprise,North,USA,2022-04-17,462451.76,AM-009
CUST-00631,Prime LLC,SMB,West,USA,2022-01-10,433222.45,AM-019
CUST-00632,Core Group,SMB,South,USA,2022-04-08,305310.37,AM-001
CUST-00633,Prime Inc,SMB,South,USA,2023-11-03,479919.83,AM-009
CUST-00634,Acme LLC,Enterprise,Central,USA,2022-03-21,134587.7,AM-004
CUST-00635,Acme Solutions,Enterprise,Central,USA,2022-09-04,91945.1,AM-018
CUST-00636,Star Systems,Government,North,USA,2022-04-20,493231.43,AM-006
CUST-00637,Alpha Corp,Government,West,USA,2023-05-21,376490.04,AM-005
CUST-00638,Prime Group,Consumer,East,USA,2023-12-29,40562.86,AM-006
CUST-00639,Acme LLC,Consumer,Central,USA,2022-11-18,236540.08,AM-004
CUST-00640,Beta Partners,Enterprise,West,USA,2022-03-15,279176.22,AM-008
CUST-00641,Global Inc,SMB,North,USA,2022-09-15,179930.82,AM-001
CUST-00642,Apex Industries,Government,East,USA,2022-09-09,426843.26,AM-014
CUST-00643,Alpha Partners,SMB,East,USA,2022-04-07,465126.83,AM-001
CUST-00644,Elite Inc,Consumer,South,USA,2023-12-03,197075.8,AM-008
CUST-00645,Apex Partners,SMB,West,USA,2023-08-27,21074.05,AM-019
CUST-00646,Star Systems,Government,West,USA,2022-04-04,407255.09,AM-014
CUST-00647,Acme Partners,Government,North,USA,2023-01-02,13626.04,AM-006
CUST-00648,Peak Industries,Government,East,USA,2023-12-03,414448.89,AM-004
CUST-00649,Acme Corp,SMB,East,USA,2023-09-30,255736.52,AM-001
CUST-00650,Apex Ventures,Enterprise,East,USA,2022-07-27,235582.53,AM-006
CUST-00651,Beta Inc,Consumer,North,USA,2023-10-11,186182.69,AM-004
CUST-00652,Apex Industries,Government,Central,USA,2022-02-22,392073.2,AM-020
CUST-00653,Global Inc,Consumer,West,USA,2022-08-18,391651.73,AM-001
CUST-00654,Alpha Systems,Consumer,East,USA,2022-12-20,462019.88,AM-002
CUST-00655,Prime Inc,Consumer,South,USA,2023-09-30,421832.56,AM-001
CUST-00656,Prime Group,Enterprise,South,USA,2022-05-07,339909.72,AM-004
CUST-00657,Elite Systems,Consumer,South,USA,2023-08-31,94804.61,AM-010
CUST-00658,Core Solutions,Government,West,USA,2022-05-04,5863.07,AM-003
CUST-00659,Beta Systems,Consumer,Central,USA,2022-06-27,227070.11,AM-018
CUST-00660,Core Group,Government,East,USA,2022-09-21,293924.16,AM-001
CUST-00661,Apex Partners,Consumer,South,USA,2023-02-27,161122.49,AM-012
CUST-00662,Elite Ventures,Enterprise,East,USA,2023-03-05,374980.5,AM-008
CUST-00663,Global Inc,Government,Central,USA,2023-11-15,204542.32,AM-015
CUST-00664,Core Ltd,Enterprise,Central,USA,2023-02-09,356444.87,AM-005
CUST-00665,Beta Industries,Enterprise,West,USA,2023-03-04,372177.78,AM-002
CUST-00666,Star Ventures,SMB,East,USA,2022-02-06,121901.67,AM-012
CUST-00667,Alpha Industries,Consumer,Central,USA,2022-01-06,341482.6,AM-019
CUST-00668,Beta Ventures,Consumer,East,USA,2023-02-10,469572.84,AM-013
CUST-00669,Global Solutions,Government,South,USA,2023-09-05,178930.61,AM-015
CUST-00670,Beta Solutions,Enterprise,East,USA,2022-09-08,195990.8,AM-004
CUST-00671,Peak Solutions,Enterprise,North,USA,2022-09-04,36929.84,AM-019
CUST-00672,Prime Industries,Consumer,East,USA,2022-07-17,460524.65,AM-005
CUST-00673,Global Inc,Government,South,USA,2023-10-15,410680.27,AM-005
CUST-00674,Global Inc,Consumer,East,USA,2022-01-08,248899.8,AM-001
CUST-00675,Beta Inc,Enterprise,Central,USA,2023-10-27,168162.13,AM-012
CUST-00676,Alpha LLC,SMB,North,USA,2023-11-23,187036.99,AM-008
CUST-00677,Core Corp,Enterprise,West,USA,2023-03-09,56831.26,AM-007
CUST-00678,Elite Partners,Government,North,USA,2023-11-28,31626.97,AM-001
CUST-00679,Core Solutions,Enterprise,East,USA,2022-02-12,447263.99,AM-003
CUST-00680,Global Ventures,SMB,North,USA,2023-03-17,426972.7,AM-012
CUST-00681,Alpha Ventures,SMB,Central,USA,2022-10-25,481842.54,AM-006
CUST-00682,Acme Group,Government,Central,USA,2022-01-12,329406.38,AM-018
CUST-00683,Elite Group,Government,East,USA,2023-07-22,312289.02,AM-019
